Ensembl,Symbol,Disease_1,Disease_2,Disease_3
ENSG00000183888,C1orf64,4,5,15
ENSG00000173641,HSPB7,0,1,0
ENSG00000186510,CLCNKA,0,0,0
ENSG00000184908,CLCNKB,0,0,0
ENSG00000185519,FAM131C,0,0,1
ENSG00000142627,EPHA2,137,130,1
ENSG00000142632,ARHGEF19,13,12,0
ENSG00000132881,RSG1,1,0,0
ENSG00000037637,FBXO42,98,76,51
ENSG00000055070,SZRD1,186,173,135
ENSG00000187144,SPATA21,80,70,52
ENSG00000157191,NECAP2,82,70,52
ENSG00000219481,NBPF1,128,103,68
ENSG00000058453,CROCC,48,38,70
ENSG00000117122,MFAP2,6,8,0
ENSG00000159363,ATP13A2,35,37,31
ENSG00000117118,SDHB,676,571,144
ENSG00000117115,PADI2,2,3,2
ENSG00000142623,PADI1,0,0,0
ENSG00000159339,PADI4,19,8,4
ENSG00000179051,RCC2,18,13,15
ENSG00000074964,ARHGEF10L,353,278,228
ENSG00000117148,ACTL8,0,0,0
ENSG00000117154,IGSF21,0,0,3
ENSG00000179023,KLHDC7A,35,23,0
ENSG00000009709,PAX7,0,0,0
ENSG00000255275,AL080251.1,533,418,62
ENSG00000159423,ALDH4A1,2529,1965,472
ENSG00000169991,IFFO2,27,25,24
ENSG00000127481,UBR4,641,530,367
ENSG00000127463,EMC1,118,97,55
ENSG00000053372,MRTO4,65,51,46
ENSG00000162482,AKR7A3,1386,1084,5
ENSG00000053371,AKR7A2,460,379,103
ENSG00000040487,PQLC2,96,75,100
ENSG00000077549,CAPZB,350,292,133
ENSG00000173436,MINOS1,254,231,124
ENSG00000270136,MINOS1-NBL1,150,147,65
ENSG00000158747,NBL1,4,7,4
ENSG00000162542,TMCO4,28,23,25
ENSG00000178828,RNF186,0,0,0
ENSG00000169914,OTUD3,18,15,19
ENSG00000188784,PLA2G2E,0,0,0
ENSG00000188257,PLA2G2A,134,103,0
ENSG00000127472,PLA2G5,4,1,0
ENSG00000117215,PLA2G2D,17,17,0
ENSG00000158786,PLA2G2F,0,0,0
ENSG00000187980,PLA2G2C,6,3,5
ENSG00000162543,UBXN10,44,36,32
ENSG00000158816,VWA5B1,14,12,15
ENSG00000162545,CAMK2N1,236,168,211
ENSG00000090432,MUL1,150,90,63
ENSG00000183114,FAM43B,2,2,0
ENSG00000158825,CDA,227,219,29
ENSG00000158828,PINK1,1332,1033,148
ENSG00000244038,DDOST,424,349,265
ENSG00000117245,KIF17,13,12,2
ENSG00000189410,SH2D5,0,0,0
ENSG00000127483,HP1BP3,403,351,218
ENSG00000075151,EIF4G3,169,129,74
ENSG00000117298,ECE1,377,307,249
ENSG00000142794,NBPF3,34,26,13
ENSG00000162551,ALPL,122,92,1
ENSG00000076864,RAP1GAP,28,20,27
ENSG00000090686,USP48,112,95,57
ENSG00000187942,LDLRAD2,85,69,37
ENSG00000142798,HSPG2,137,128,86
ENSG00000219073,CELA3B,1,1,4
ENSG00000142789,CELA3A,0,0,0
ENSG00000070831,CDC42,546,441,312
ENSG00000162552,WNT4,0,3,3
ENSG00000184677,ZBTB40,40,22,108
ENSG00000070886,EPHA8,0,0,0
ENSG00000173372,C1QA,546,428,418
ENSG00000159189,C1QC,419,357,226
ENSG00000173369,C1QB,503,406,361
ENSG00000133216,EPHB2,9,13,3
ENSG00000227868,TEX46,0,0,0
ENSG00000004487,KDM1A,91,69,28
ENSG00000169641,LUZP1,41,46,38
ENSG00000179546,HTR1D,2,2,4
ENSG00000125944,HNRNPR,208,173,192
ENSG00000125945,ZNF436,10,12,0
ENSG00000204219,TCEA3,679,601,293
ENSG00000088280,ASAP3,32,24,15
ENSG00000007968,E2F2,8,6,0
ENSG00000117318,ID3,104,70,4
ENSG00000197880,MDS2,9,4,4
ENSG00000142676,RPL11,1489,1204,935
ENSG00000011007,ELOA,163,141,41
ENSG00000057757,PITHD1,124,122,42
ENSG00000011009,LYPLA2,248,223,145
ENSG00000117308,GALE,269,216,181
ENSG00000117305,HMGCL,1798,1456,292
ENSG00000179163,FUCA1,338,294,71
ENSG00000188822,CNR2,40,19,25
ENSG00000189266,PNRC2,81,75,60
ENSG00000188529,SRSF10,238,187,189
ENSG00000142661,MYOM3,8,12,3
ENSG00000142677,IL22RA1,2,2,41
ENSG00000185436,IFNLR1,60,54,69
ENSG00000158055,GRHL3,0,0,0
ENSG00000001460,STPG1,20,18,28
ENSG00000001461,NIPAL3,76,69,34
ENSG00000117602,RCAN3,35,22,55
ENSG00000184454,NCMAP,29,21,24
ENSG00000133226,SRRM1,356,313,226
ENSG00000169504,CLIC4,104,86,69
ENSG00000020633,RUNX3,8,13,32
ENSG00000117614,SYF2,97,79,62
ENSG00000117616,RSRP1,174,147,104
ENSG00000187010,RHD,10,10,19
ENSG00000183726,TMEM50A,88,55,71
ENSG00000188672,RHCE,6,14,10
ENSG00000204178,TMEM57,141,91,42
ENSG00000157978,LDLRAP1,157,130,25
ENSG00000117643,MAN1C1,114,101,9
ENSG00000162430,SELENON,78,74,148
ENSG00000255054,AL020996.2,23,22,26
ENSG00000117640,MTFR1L,281,231,92
ENSG00000127423,AUNIP,57,48,6
ENSG00000182749,PAQR7,56,55,21
ENSG00000117632,STMN1,84,82,140
ENSG00000158006,PAFAH2,132,111,44
ENSG00000158008,EXTL1,0,0,0
ENSG00000158014,SLC30A2,6,6,8
ENSG00000158022,TRIM63,0,0,0
ENSG00000175087,PDIK1L,10,13,4
ENSG00000197245,FAM110D,7,4,0
ENSG00000142684,ZNF593,224,220,61
ENSG00000142675,CNKSR1,47,36,1
ENSG00000130695,CEP85,21,22,3
ENSG00000142669,SH3BGRL3,649,533,526
ENSG00000158062,UBXN11,204,183,226
ENSG00000169442,CD52,80,59,115
ENSG00000176092,CRYBG2,9,6,0
ENSG00000176083,ZNF683,0,2,3
ENSG00000131914,LIN28A,14,16,12
ENSG00000117682,DHDDS,93,79,68
ENSG00000198830,HMGN2,1176,970,1105
ENSG00000117676,RPS6KA1,61,36,15
ENSG00000117713,ARID1A,389,253,283
ENSG00000060642,PIGV,212,160,20
ENSG00000204160,ZDHHC18,34,38,33
ENSG00000175793,SFN,0,0,0
ENSG00000142751,GPN2,124,95,34
ENSG00000198746,GPATCH3,62,68,10
ENSG00000090273,NUDC,620,465,219
ENSG00000131910,NR0B2,1498,1227,167
ENSG00000175707,KDF1,43,21,0
ENSG00000253368,TRNP1,2,1,20
ENSG00000158246,FAM46B,0,0,0
ENSG00000090020,SLC9A1,93,78,19
ENSG00000142784,WDTC1,106,88,21
ENSG00000186501,TMEM222,238,223,118
ENSG00000142765,SYTL1,40,34,32
ENSG00000142733,MAP3K6,15,12,26
ENSG00000142748,FCN3,596,531,0
ENSG00000174950,CD164L2,0,0,0
ENSG00000181773,GPR3,0,0,0
ENSG00000158195,WASF2,318,322,180
ENSG00000126705,AHDC1,19,17,8
ENSG00000000938,FGR,34,34,7
ENSG00000126709,IFI6,961,796,310
ENSG00000009780,FAM76A,29,34,27
ENSG00000117758,STX12,114,111,17
ENSG00000117751,PPP1R8,20,12,56
ENSG00000130775,THEMIS2,24,16,40
ENSG00000117748,RPA2,104,88,41
ENSG00000130768,SMPDL3B,1,2,0
ENSG00000158156,XKR8,106,78,43
ENSG00000158161,EYA3,66,56,55
ENSG00000169403,PTAFR,13,11,54
ENSG00000126698,DNAJC8,196,139,219
ENSG00000130770,ATPIF1,1018,828,593
ENSG00000130766,SESN2,88,71,33
ENSG00000130772,MED18,114,101,44
ENSG00000204138,PHACTR4,513,388,282
ENSG00000180198,RCC1,11,10,36
ENSG00000180098,TRNAU1AP,65,50,57
ENSG00000120656,TAF12,61,48,27
ENSG00000188060,RAB42,24,9,35
ENSG00000162419,GMEB1,65,49,68
ENSG00000198492,YTHDF2,175,129,90
ENSG00000116329,OPRD1,13,12,28
ENSG00000159023,EPB41,142,116,50
ENSG00000253304,TMEM200B,73,57,101
ENSG00000116350,SRSF4,116,79,82
ENSG00000116353,MECR,119,83,50
ENSG00000060656,PTPRU,97,83,6
ENSG00000162510,MATN1,0,0,0
ENSG00000162511,LAPTM5,194,159,156
ENSG00000162512,SDC3,156,118,42
ENSG00000134644,PUM1,225,220,163
ENSG00000084628,NKAIN1,0,0,0
ENSG00000060688,SNRNP40,49,46,17
ENSG00000121766,ZCCHC17,90,52,76
ENSG00000121769,FABP3,8,12,5
ENSG00000168528,SERINC2,642,530,583
ENSG00000142910,TINAGL1,22,39,17
ENSG00000121764,HCRTR1,10,14,3
ENSG00000162517,PEF1,231,201,132
ENSG00000084636,COL16A1,11,10,0
ENSG00000121753,ADGRB2,2,0,0
ENSG00000134668,SPOCD1,2,4,10
ENSG00000184007,PTP4A2,403,327,182
ENSG00000121774,KHDRBS1,172,126,179
ENSG00000121775,TMEM39B,16,12,26
ENSG00000025800,KPNA6,403,325,139
ENSG00000084652,TXLNA,254,200,197
ENSG00000160050,CCDC28B,25,15,14
ENSG00000160051,IQCC,4,5,10
ENSG00000222046,DCDC2B,18,15,4
ENSG00000160055,TMEM234,64,42,14
ENSG00000084623,EIF3I,599,441,220
ENSG00000183615,FAM167B,42,42,4
ENSG00000182866,LCK,4,3,3
ENSG00000116478,HDAC1,97,70,56
ENSG00000175130,MARCKSL1,107,104,41
ENSG00000162526,TSSK3,22,11,15
ENSG00000225828,FAM229A,38,29,16
ENSG00000160058,BSDC1,322,244,170
ENSG00000254553,AL033529.1,4,1,5
ENSG00000273274,ZBTB8B,67,54,83
ENSG00000160062,ZBTB8A,55,136,76
ENSG00000176261,ZBTB8OS,83,55,79
ENSG00000162521,RBBP4,129,138,184
ENSG00000162520,SYNC,42,51,72
ENSG00000162522,KIAA1522,136,104,66
ENSG00000134684,YARS,185,175,89
ENSG00000116497,S100PBP,81,63,62
ENSG00000160097,FNDC5,241,214,0
ENSG00000121905,HPCA,13,13,0
ENSG00000121900,TMEM54,72,44,6
ENSG00000116514,RNF19B,15,11,14
ENSG00000004455,AK2,657,511,278
ENSG00000142920,AZIN2,12,17,0
ENSG00000116525,TRIM62,1,0,1
ENSG00000160094,ZNF362,44,29,46
ENSG00000134686,PHC2,246,180,171
ENSG00000121903,ZSCAN20,7,6,9
ENSG00000121904,CSMD2,7,2,11
ENSG00000142698,C1orf94,0,0,0
ENSG00000163866,SMIM12,348,296,114
ENSG00000189280,GJB5,0,0,10
ENSG00000189433,GJB4,0,0,0
ENSG00000188910,GJB3,0,0,0
ENSG00000187513,GJA4,4,7,5
ENSG00000116544,DLGAP3,1,1,2
ENSG00000271741,AC114490.2,123,123,131
ENSG00000243749,TMEM35B,102,92,118
ENSG00000163867,ZMYM6,71,68,43
ENSG00000197056,ZMYM1,63,68,19
ENSG00000116560,SFPQ,330,281,191
ENSG00000146463,ZMYM4,86,83,47
ENSG00000142687,KIAA0319L,354,285,122
ENSG00000020129,NCDN,53,43,11
ENSG00000116819,TFAP2E,0,0,0
ENSG00000126067,PSMB2,580,463,195
ENSG00000142686,C1orf216,98,83,17
ENSG00000092853,CLSPN,10,8,19
ENSG00000134698,AGO4,29,28,21
ENSG00000092847,AGO1,99,71,32
ENSG00000126070,AGO3,180,161,174
ENSG00000092850,TEKT2,1,0,0
ENSG00000116863,ADPRHL2,53,46,45
ENSG00000171812,COL8A2,6,11,0
ENSG00000054116,TRAPPC3,239,211,92
ENSG00000116871,MAP7D1,50,46,59
ENSG00000054118,THRAP3,394,349,216
ENSG00000214193,SH3D21,5,4,7
ENSG00000142694,EVA1B,24,16,5
ENSG00000196182,STK40,164,163,55
ENSG00000181817,LSM10,175,131,73
ENSG00000116885,OSCP1,2,1,0
ENSG00000116898,MRPS15,390,312,127
ENSG00000119535,CSF3R,58,45,30
ENSG00000163873,GRIK3,0,0,0
ENSG00000163874,ZC3H12A,19,18,24
ENSG00000163875,MEAF6,74,68,61
ENSG00000163877,SNIP1,65,34,47
ENSG00000163879,DNALI1,42,35,21
ENSG00000134697,GNL2,111,103,70
ENSG00000169218,RSPO1,0,0,0
ENSG00000116922,C1orf109,7,11,3
ENSG00000134690,CDCA8,17,11,4
ENSG00000183317,EPHA10,19,13,10
ENSG00000185090,MANEAL,9,9,9
ENSG00000196449,YRDC,19,19,2
ENSG00000197982,C1orf122,191,168,40
ENSG00000188786,MTF1,54,46,19
ENSG00000204084,INPP5B,85,83,65
ENSG00000183431,SF3A3,93,88,71
ENSG00000183386,FHL3,6,6,19
ENSG00000183520,UTP11,65,36,43
ENSG00000185668,POU3F1,0,0,0
ENSG00000116954,RRAGC,53,51,122
ENSG00000214114,MYCBP,63,55,68
ENSG00000274944,AL139260.3,21,20,22
ENSG00000131233,GJA9,7,6,18
ENSG00000158315,RHBDL2,10,7,9
ENSG00000174574,AKIRIN1,144,143,85
ENSG00000168653,NDUFS5,892,732,454
ENSG00000127603,MACF1,637,532,255
ENSG00000183682,BMP8A,6,6,0
ENSG00000090621,PABPC4,140,106,116
ENSG00000163909,HEYL,1,3,0
ENSG00000116983,HPCAL4,0,0,0
ENSG00000084072,PPIE,222,195,63
ENSG00000116985,BMP8B,21,13,4
ENSG00000198754,OXCT2,0,0,0
ENSG00000043514,TRIT1,12,9,10
ENSG00000116990,MYCL,65,43,7
ENSG00000168389,MFSD2A,2003,1620,17
ENSG00000131236,CAP1,477,394,281
ENSG00000131238,PPT1,97,99,70
ENSG00000117000,RLF,67,53,32
ENSG00000188800,TMCO2,0,1,4
ENSG00000084073,ZMPSTE24,95,71,41
ENSG00000049089,COL9A2,4,2,2
ENSG00000084070,SMAP2,430,324,333
ENSG00000187801,ZFP69B,27,28,0
ENSG00000187815,ZFP69,0,0,0
ENSG00000164002,EXO5,27,23,18
ENSG00000117010,ZNF684,89,71,10
ENSG00000117016,RIMS3,0,0,1
ENSG00000066136,NFYC,131,120,51
ENSG00000117013,KCNQ4,2,0,0
ENSG00000179862,CITED4,47,45,43
ENSG00000171793,CTPS1,134,120,15
ENSG00000171790,SLFNL1,24,18,5
ENSG00000010803,SCMH1,122,103,43
ENSG00000204060,FOXO6,0,0,0
ENSG00000127129,EDN2,0,0,0
ENSG00000127124,HIVEP3,71,75,29
ENSG00000044012,GUCA2B,32,39,0
ENSG00000197273,GUCA2A,0,0,0
ENSG00000198815,FOXJ3,146,125,32
ENSG00000177181,RIMKLA,7,7,6
ENSG00000066185,ZMYND12,20,18,0
ENSG00000127125,PPCS,265,197,48
ENSG00000186409,CCDC30,78,52,93
ENSG00000171960,PPIH,38,29,32
ENSG00000065978,YBX1,622,529,179
ENSG00000164007,CLDN19,3,1,3
ENSG00000117385,P3H1,105,109,147
ENSG00000164008,C1orf50,78,74,27
ENSG00000177868,SVBP,48,59,36
ENSG00000164010,ERMAP,52,56,41
ENSG00000164011,ZNF691,81,63,40
ENSG00000117394,SLC2A1,9,6,5
ENSG00000186973,FAM183A,5,1,0
ENSG00000117395,EBNA1BP2,430,303,82
ENSG00000243710,CFAP57,108,82,6
ENSG00000179178,TMEM125,1,1,0
ENSG00000253313,C1orf210,11,14,3
ENSG00000066056,TIE1,38,30,33
ENSG00000117400,MPL,7,11,0
ENSG00000117399,CDC20,0,1,51
ENSG00000066322,ELOVL1,187,157,195
ENSG00000159479,MED8,106,84,60
ENSG00000198198,SZT2,559,454,361
ENSG00000178922,HYI,343,282,110
ENSG00000142949,PTPRF,2014,1709,1231
ENSG00000066135,KDM4A,14,16,27
ENSG00000126091,ST3GAL3,81,76,61
ENSG00000117407,ARTN,0,0,0
ENSG00000117408,IPO13,145,110,80
ENSG00000132768,DPH2,41,35,12
ENSG00000117410,ATP6V0B,837,683,327
ENSG00000117411,B4GALT2,119,91,76
ENSG00000159214,CCDC24,54,42,9
ENSG00000196517,SLC6A9,7,4,8
ENSG00000171872,KLF17,1,1,0
ENSG00000178028,DMAP1,154,113,44
ENSG00000117419,ERI3,184,161,91
ENSG00000187147,RNF220,306,290,239
ENSG00000126106,TMEM53,547,433,204
ENSG00000198520,C1orf228,38,47,19
ENSG00000142945,KIF2C,0,0,2
ENSG00000142937,RPS8,1221,1008,1163
ENSG00000142959,BEST4,0,0,0
ENSG00000173846,PLK3,52,49,15
ENSG00000188396,TCTEX1D4,10,12,2
ENSG00000222009,BTBD19,15,9,11
ENSG00000117425,PTCH2,20,14,0
ENSG00000070785,EIF2B3,112,79,35
ENSG00000126107,HECTD3,265,213,91
ENSG00000126088,UROD,589,505,289
ENSG00000162415,ZSWIM5,1,1,1
ENSG00000186603,HPDL,0,0,0
ENSG00000132781,MUTYH,28,23,7
ENSG00000132773,TOE1,33,34,12
ENSG00000070759,TESK2,44,40,3
ENSG00000280670,CCDC163,6,3,21
ENSG00000132763,MMACHC,1215,1046,388
ENSG00000117450,PRDX1,2356,1998,576
ENSG00000117448,AKR1A1,2313,1907,528
ENSG00000132780,NASP,145,243,196
ENSG00000159588,CCDC17,13,10,17
ENSG00000159592,GPBP1L1,144,109,80
ENSG00000159596,TMEM69,60,53,52
ENSG00000197429,IPP,37,46,58
ENSG00000086015,MAST2,79,59,139
ENSG00000117461,PIK3R3,46,55,11
ENSG00000278139,AL358075.4,2,1,1
ENSG00000117472,TSPAN1,19,14,2
ENSG00000085998,POMGNT1,172,157,112
ENSG00000171357,LURAP1,5,3,2
ENSG00000085999,RAD54L,11,5,11
ENSG00000132128,LRRC41,239,187,140
ENSG00000173660,UQCRH,435,383,232
ENSG00000117481,NSUN4,192,128,37
ENSG00000117480,FAAH,290,205,66
ENSG00000197587,DMBX1,5,3,4
ENSG00000079277,MKNK1,207,181,122
ENSG00000142961,MOB3C,21,17,71
ENSG00000123472,ATPAF1,218,202,47
ENSG00000186118,TEX38,2,0,0
ENSG00000159658,EFCAB14,276,246,100
ENSG00000142973,CYP4B1,4,3,3
ENSG00000187048,CYP4A11,5217,4394,702
ENSG00000186377,CYP4X1,30,22,34
ENSG00000186160,CYP4Z1,0,3,2
ENSG00000162365,CYP4A22,3360,2668,414
ENSG00000162366,PDZK1IP1,18,21,0
ENSG00000162367,TAL1,5,3,0
ENSG00000123473,STIL,33,30,12
ENSG00000162368,CMPK1,422,353,137
ENSG00000186564,FOXD2,1,1,9
ENSG00000269113,TRABD2B,81,70,0
ENSG00000117834,SLC5A9,138,122,462
ENSG00000132122,SPATA6,0,2,25
ENSG00000186094,AGBL4,3,4,3
ENSG00000162373,BEND5,0,0,8
ENSG00000162374,ELAVL4,0,0,0
ENSG00000185104,FAF1,69,52,88
ENSG00000123080,CDKN2C,8,0,13
ENSG00000123091,RNF11,194,172,84
ENSG00000085831,TTC39A,4,4,3
ENSG00000085832,EPS15,197,154,68
ENSG00000117859,OSBPL9,303,253,109
ENSG00000078618,NRDC,308,315,170
ENSG00000169213,RAB3B,29,25,74
ENSG00000117862,TXNDC12,91,66,103
ENSG00000198841,KTI12,8,4,10
ENSG00000134717,BTF3L4,115,111,64
ENSG00000157077,ZFYVE9,44,43,7
ENSG00000154222,CC2D1B,28,28,33
ENSG00000085840,ORC1,9,3,5
ENSG00000134748,PRPF38A,50,37,72
ENSG00000134744,ZCCHC11,191,163,163
ENSG00000116157,GPX7,8,4,97
ENSG00000182183,FAM159A,9,5,32
ENSG00000162377,COA7,88,87,34
ENSG00000162378,ZYG11B,347,242,167
ENSG00000203995,ZYG11A,13,9,48
ENSG00000121310,ECHDC2,3960,3269,407
ENSG00000116171,SCP2,2905,2535,222
ENSG00000174348,PODN,24,11,3
ENSG00000162383,SLC1A7,0,0,0
ENSG00000157184,CPT2,610,529,66
ENSG00000162384,C1orf123,139,134,59
ENSG00000162385,MAGOH,35,36,23
ENSG00000157193,LRP8,10,8,8
ENSG00000143006,DMRTB1,0,0,0
ENSG00000174332,GLIS1,0,0,0
ENSG00000058804,NDC1,18,13,34
ENSG00000058799,YIPF1,138,118,87
ENSG00000211452,DIO1,378,341,383
ENSG00000081870,HSPB11,68,45,77
ENSG00000116212,LRRC42,39,35,102
ENSG00000203985,LDLRAD1,1,2,1
ENSG00000116209,TMEM59,1201,911,383
ENSG00000116205,TCEANC2,40,31,48
ENSG00000256407,AL357673.1,9,7,5
ENSG00000215883,CYB5RL,50,34,36
ENSG00000116221,MRPL37,600,476,224
ENSG00000157216,SSBP3,78,48,17
ENSG00000162390,ACOT11,101,108,127
ENSG00000162391,FAM151A,86,86,119
ENSG00000184313,MROH7,107,82,66
ENSG00000271723,MROH7-TTC4,130,103,57
ENSG00000243725,TTC4,31,32,10
ENSG00000162396,PARS2,27,22,0
ENSG00000006555,TTC22,24,30,5
ENSG00000162398,LEXM,4,2,6
ENSG00000116133,DHCR24,4499,3699,1770
ENSG00000143001,TMEM61,7,2,0
ENSG00000162399,BSND,0,0,0
ENSG00000169174,PCSK9,475,401,247
ENSG00000162402,USP24,123,115,67
ENSG00000162407,PLPP3,900,692,235
ENSG00000162409,PRKAA2,18,16,0
ENSG00000187889,C1orf168,396,310,41
ENSG00000157131,C8A,1675,1458,101
ENSG00000021852,C8B,2557,2192,241
ENSG00000173406,DAB1,86,75,54
ENSG00000162600,OMA1,72,54,10
ENSG00000184292,TACSTD2,16,17,2
ENSG00000162601,MYSM1,75,55,17
ENSG00000177606,JUN,306,261,94
ENSG00000172456,FGGY,350,303,51
ENSG00000134709,HOOK1,290,279,55
ENSG00000134716,CYP2J2,383,339,308
ENSG00000162599,NFIA,717,615,118
ENSG00000162604,TM2D1,75,68,55
ENSG00000132849,PATJ,226,182,109
ENSG00000240563,L1TD1,16,11,6
ENSG00000132854,KANK4,18,14,0
ENSG00000162607,USP1,130,95,112
ENSG00000116641,DOCK7,61,53,47
ENSG00000132855,ANGPTL3,1913,1658,780
ENSG00000125703,ATG4C,22,19,25
ENSG00000187140,FOXD3,0,0,0
ENSG00000088035,ALG6,34,37,18
ENSG00000142856,ITGB3BP,80,64,45
ENSG00000203965,EFCAB7,0,0,0
ENSG00000079739,PGM1,776,646,153
ENSG00000185483,ROR1,8,4,1
ENSG00000177414,UBE2U,0,0,0
ENSG00000158966,CACHD1,6,5,7
ENSG00000162437,RAVER2,3,1,11
ENSG00000162434,JAK1,412,369,186
ENSG00000162433,AK4,732,557,218
ENSG00000116675,DNAJC6,0,3,17
ENSG00000213625,LEPROT,430,348,334
ENSG00000116678,LEPR,544,476,325
ENSG00000184588,PDE4B,39,22,29
ENSG00000118473,SGIP1,1,0,0
ENSG00000152760,TCTEX1D1,10,10,0
ENSG00000152763,WDR78,13,6,8
ENSG00000198160,MIER1,140,84,34
ENSG00000116704,SLC35D1,759,667,284
ENSG00000203963,C1orf141,5,2,5
ENSG00000162594,IL23R,1,3,3
ENSG00000081985,IL12RB2,0,2,0
ENSG00000142864,SERBP1,754,589,422
ENSG00000116717,GADD45A,340,270,34
ENSG00000172380,GNG12,180,135,75
ENSG00000162595,DIRAS3,11,20,0
ENSG00000116729,WLS,44,38,4
ENSG00000116745,RPE65,0,0,0
ENSG00000024526,DEPDC1,0,0,0
ENSG00000033122,LRRC7,5,4,3
ENSG00000066557,LRRC40,58,44,7
ENSG00000116754,SRSF11,765,579,411
ENSG00000118454,ANKRD13C,66,52,21
ENSG00000197568,HHLA3,134,101,24
ENSG00000116761,CTH,697,592,9
ENSG00000050628,PTGER3,0,0,0
ENSG00000132485,ZRANB2,210,195,149
ENSG00000172260,NEGR1,39,50,28
ENSG00000162620,LRRIQ3,2,0,0
ENSG00000254685,FPGT,7,10,9
ENSG00000259030,FPGT-TNNI3K,7,5,4
ENSG00000116783,TNNI3K,7,5,1
ENSG00000178965,ERICH3,0,0,0
ENSG00000116791,CRYZ,739,665,140
ENSG00000162623,TYW3,18,32,19
ENSG00000137968,SLC44A5,14,14,14
ENSG00000117054,ACADM,497,436,100
ENSG00000137955,RABGGTB,69,57,76
ENSG00000057468,MSH4,0,0,0
ENSG00000184005,ST6GALNAC3,4,3,2
ENSG00000117069,ST6GALNAC5,0,0,0
ENSG00000142892,PIGK,75,66,27
ENSG00000154027,AK5,11,11,1
ENSG00000036549,ZZZ3,100,84,60
ENSG00000077254,USP33,148,114,97
ENSG00000180488,MIGA1,116,111,92
ENSG00000162614,NEXN,25,17,19
ENSG00000162613,FUBP1,54,50,68
ENSG00000162616,DNAJB4,45,25,24
ENSG00000137960,GIPC2,147,117,83
ENSG00000122420,PTGFR,1,3,0
ENSG00000137959,IFI44L,30,43,5
ENSG00000137965,IFI44,16,17,4
ENSG00000162618,ADGRL4,22,11,9
ENSG00000117114,ADGRL2,89,74,66
ENSG00000137941,TTLL7,36,23,32
ENSG00000142875,PRKACB,50,37,41
ENSG00000203943,SAMD13,0,0,0
ENSG00000137976,DNASE2B,0,0,0
ENSG00000117133,RPF1,40,28,9
ENSG00000174021,GNG5,461,418,259
ENSG00000117151,CTBS,191,153,42
ENSG00000117155,SSX2IP,85,74,20
ENSG00000171517,LPAR3,2,2,6
ENSG00000153898,MCOLN2,4,5,2
ENSG00000162643,WDR63,0,0,0
ENSG00000055732,MCOLN3,1,3,6
ENSG00000097096,SYDE2,53,51,43
ENSG00000162642,C1orf52,10,14,56
ENSG00000142867,BCL10,22,19,20
ENSG00000153904,DDAH1,354,334,137
ENSG00000142871,CYR61,450,359,75
ENSG00000117174,ZNHIT6,106,86,9
ENSG00000171502,COL24A1,2,0,6
ENSG00000122417,ODF2L,176,159,108
ENSG00000016602,CLCA4,0,0,0
ENSG00000097033,SH3GLB1,198,170,112
ENSG00000183291,SELENOF,413,360,137
ENSG00000153936,HS2ST1,72,47,59
ENSG00000267561,AC093155.3,6,7,5
ENSG00000143013,LMO4,125,102,82
ENSG00000065243,PKN2,106,92,105
ENSG00000137947,GTF2B,83,56,33
ENSG00000137944,KYAT3,63,49,30
ENSG00000213516,RBMXL1,105,80,57
ENSG00000117226,GBP3,9,5,9
ENSG00000117228,GBP1,316,313,142
ENSG00000162645,GBP2,114,109,54
ENSG00000213512,GBP7,166,147,8
ENSG00000162654,GBP4,98,94,85
ENSG00000154451,GBP5,27,24,151
ENSG00000183347,GBP6,7,11,13
ENSG00000197147,LRRC8B,45,30,30
ENSG00000171488,LRRC8C,8,3,6
ENSG00000271949,AC093423.3,8,4,0
ENSG00000171492,LRRC8D,100,98,69
ENSG00000162664,ZNF326,94,87,79
ENSG00000122482,ZNF644,116,139,90
ENSG00000162669,HFM1,0,0,0
ENSG00000097046,CDC7,2,1,12
ENSG00000069702,TGFBR3,197,211,43
ENSG00000137948,BRDT,4,2,6
ENSG00000172031,EPHX4,3,4,2
ENSG00000230667,SETSIP,2,1,3
ENSG00000189195,BTBD8,1,0,2
ENSG00000069712,KIAA1107,35,22,2
ENSG00000203910,C1orf146,0,0,1
ENSG00000174842,GLMN,15,11,2
ENSG00000122484,RPAP2,361,347,395
ENSG00000162676,GFI1,0,0,1
ENSG00000067208,EVI5,219,179,132
ENSG00000122406,RPL5,2291,1986,1455
ENSG00000154511,FAM69A,109,89,39
ENSG00000143033,MTF2,45,49,32
ENSG00000117500,TMED5,464,386,211
ENSG00000122483,CCDC18,84,69,25
ENSG00000117505,DR1,147,141,52
ENSG00000137942,FNBP1L,107,84,66
ENSG00000137936,BCAR3,61,56,18
ENSG00000067334,DNTTIP2,170,127,101
ENSG00000023909,GCLM,389,316,129
ENSG00000198691,ABCA4,9,8,9
ENSG00000137962,ARHGAP29,228,207,106
ENSG00000117528,ABCD3,299,274,182
ENSG00000117525,F3,8,13,8
ENSG00000143036,SLC44A3,1,3,1
ENSG00000117519,CNN3,383,295,127
ENSG00000172339,ALG14,106,108,83
ENSG00000152078,TMEM56,1067,892,219
ENSG00000271092,TMEM56-RWDD3,124,103,18
ENSG00000122481,RWDD3,71,84,9
ENSG00000117569,PTBP2,104,74,20
ENSG00000188641,DPYD,526,418,145
ENSG00000162627,SNX7,19,20,17
ENSG00000117600,PLPPR4,0,0,27
ENSG00000099260,PALMD,156,141,79
